,Benchmark,Hardware Vendor	,System,Peak Result,Base Result,# Cores,# Chips ,Processor ,Published
1118,CINT2017,Lenovo Global Technology,"ThinkSystem SD665 V3 (2.50 GHz,AMD EPYC 9224)",13.4,13.2,48,2,AMD EPYC 9224,Feb-23
1299,CINT2017,Lenovo Global Technology,"ThinkSystem SR645 V3 (2.50 GHz,AMD EPYC 9224)",13.3,13.1,48,2,AMD EPYC 9224,Feb-23
1484,CINT2017,Lenovo Global Technology,"ThinkSystem SR665 V3 (2.50 GHz,AMD EPYC 9224)",13.3,13.1,48,2,AMD EPYC 9224,Feb-23
1529,CINT2017,Lenovo Global Technology,"ThinkSystem SR675 V3 (2.50 GHz, AMD EPYC 9224)",13.3,13.1,48,2,AMD EPYC 9224,Dec-23
1078,CINT2017,Lenovo Global Technology,"ThinkSystem SD535 V3 (2.90 GHz, AMD EPYC 9254)",15.5,15.3,24,1,AMD EPYC 9254,May-24
1217,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 V3 (2.90 GHz,AMD EPYC 9254)",15.6,15.3,24,1,AMD EPYC 9254,Mar-23
1405,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 V3 (2.90 GHz,AMD EPYC 9254)",15.6,15.3,24,1,AMD EPYC 9254,Apr-23
1306,CINT2017,Lenovo Global Technology,"ThinkSystem SR645 V3 (2.90 GHz,AMD EPYC 9254)",15.6,15.4,48,2,AMD EPYC 9254,Jan-23
1490,CINT2017,Lenovo Global Technology,"ThinkSystem SR665 V3 (2.90 GHz,AMD EPYC 9254)",15.6,15.4,48,2,AMD EPYC 9254,Feb-23
1535,CINT2017,Lenovo Global Technology,"ThinkSystem SR675 V3 (2.90 GHz, AMD EPYC 9254)",15.6,15.4,48,2,AMD EPYC 9254,Dec-23
1123,CINT2017,Lenovo Global Technology,"ThinkSystem SD665 V3 (2.90 GHz,AMD EPYC 9254)",15.6,15.4,48,2,AMD EPYC 9254,Feb-23
1225,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 V3 (3.20 GHz, AMD EPYC 9255)",18.6,18.3,24,1,AMD EPYC 9255,Mar-25
1087,CINT2017,Lenovo Global Technology,"ThinkSystem SD535 V3 (3.20 GHz, AMD EPYC 9255)",18.6,18.3,24,1,AMD EPYC 9255,Mar-25
1413,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 V3 (3.20 GHz, AMD EPYC 9255)",18.7,18.3,24,1,AMD EPYC 9255,Mar-25
1497,CINT2017,Lenovo Global Technology,"ThinkSystem SR665 V3 (3.20 GHz, AMD EPYC 9255)",18.7,18.4,48,2,AMD EPYC 9255,Feb-25
1542,CINT2017,Lenovo Global Technology,"ThinkSystem SR675 V3 (3.20 GHz, AMD EPYC 9255)",18.7,18.4,48,2,AMD EPYC 9255,Apr-25
1130,CINT2017,Lenovo Global Technology,"ThinkSystem SD665 V3 (3.20 GHz, AMD EPYC 9255)",18.8,18.5,48,2,AMD EPYC 9255,Jun-25
1313,CINT2017,Lenovo Global Technology,"ThinkSystem SR645 V3 (3.20 GHz, AMD EPYC 9255)",18.8,18.5,48,2,AMD EPYC 9255,Jan-25
1103,CINT2017,Lenovo Global Technology,"ThinkSystem SD535 V3 (4.05 GHz, AMD EPYC 9274F)",16.2,15.9,24,1,AMD EPYC 9274F,Jun-24
1428,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 V3 (4.05 GHz,AMD EPYC 9274F)",16.1,15.9,24,1,AMD EPYC 9274F,Apr-23
1240,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 V3 (4.05 GHz,AMD EPYC 9274F)",16.2,15.9,24,1,AMD EPYC 9274F,Mar-23
1142,CINT2017,Lenovo Global Technology,"ThinkSystem SD665 V3 (4.05 GHz,AMD EPYC 9274F)",16.3,16.0,48,2,AMD EPYC 9274F,Mar-23
1511,CINT2017,Lenovo Global Technology,"ThinkSystem SR665 V3 (4.05 GHz,AMD EPYC 9274F)",16.2,16.0,48,2,AMD EPYC 9274F,Feb-23
1327,CINT2017,Lenovo Global Technology,"ThinkSystem SR645 V3 (4.05 GHz,AMD EPYC 9274F)",16.2,16.0,48,2,AMD EPYC 9274F,Feb-23
1555,CINT2017,Lenovo Global Technology,"ThinkSystem SR675 V3 (4.05 GHz, AMD EPYC 9274F)",16.2,16.0,48,2,AMD EPYC 9274F,Dec-23
1430,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 V3 (4.10 GHz, AMD EPYC 9275F)",20.7,20.2,24,1,AMD EPYC 9275F,Mar-25
1105,CINT2017,Lenovo Global Technology,"ThinkSystem SD535 V3 (4.10 GHz, AMD EPYC 9275F)",20.6,20.2,24,1,AMD EPYC 9275F,Mar-25
1241,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 V3 (4.10 GHz, AMD EPYC 9275F)",20.6,20.2,24,1,AMD EPYC 9275F,Mar-25
1143,CINT2017,Lenovo Global Technology,"ThinkSystem SD665 V3 (4.10 GHz, AMD EPYC 9275F)",20.8,20.5,48,2,AMD EPYC 9275F,May-25
1329,CINT2017,Lenovo Global Technology,"ThinkSystem SR645 V3 (4.10 GHz, AMD EPYC 9275F)",20.8,20.4,48,2,AMD EPYC 9275F,Mar-25
1558,CINT2017,Lenovo Global Technology,"ThinkSystem SR675 V3 (4.10 GHz, AMD EPYC 9275F)",20.8,20.4,48,2,AMD EPYC 9275F,Feb-25
1513,CINT2017,Lenovo Global Technology,"ThinkSystem SR665 V3 (4.10 GHz, AMD EPYC 9275F)",20.7,20.3,48,2,AMD EPYC 9275F,Apr-25
1074,CINT2017,Lenovo Global Technology,"ThinkSystem SD535 V3 (2.70 GHz, AMD EPYC 9334)",14.7,14.5,32,1,AMD EPYC 9334,Jun-24
1402,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 V3 (2.70 GHz,AMD EPYC 9334)",14.7,14.5,32,1,AMD EPYC 9334,Apr-23
1214,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 V3 (2.70 GHz,AMD EPYC 9334)",14.7,14.5,32,1,AMD EPYC 9334,Apr-23
1533,CINT2017,Lenovo Global Technology,"ThinkSystem SR675 V3 (2.70 GHz, AMD EPYC 9334)",14.8,14.6,64,2,AMD EPYC 9334,Dec-23
1488,CINT2017,Lenovo Global Technology,"ThinkSystem SR665 V3 (2.70 GHz,AMD EPYC 9334)",14.8,14.6,64,2,AMD EPYC 9334,Jan-23
1121,CINT2017,Lenovo Global Technology,"ThinkSystem SD665 V3 (2.70 GHz,AMD EPYC 9334)",14.8,14.6,64,2,AMD EPYC 9334,Feb-23
1303,CINT2017,Lenovo Global Technology,"ThinkSystem SR645 V3 (2.70 GHz,AMD EPYC 9334)",14.8,14.6,64,2,AMD EPYC 9334,Jan-23
1218,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 V3 (3.00 GHz, AMD EPYC 9335)",19.0,18.7,32,1,AMD EPYC 9335,Mar-25
1080,CINT2017,Lenovo Global Technology,"ThinkSystem SD535 V3 (3.00 GHz, AMD EPYC 9335)",19.0,18.6,32,1,AMD EPYC 9335,Mar-25
1406,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 V3 (3.00 GHz, AMD EPYC 9335)",19.1,18.8,32,1,AMD EPYC 9335,Mar-25
1491,CINT2017,Lenovo Global Technology,"ThinkSystem SR665 V3 (3.00 GHz, AMD EPYC 9335)",19.2,18.9,64,2,AMD EPYC 9335,Feb-25
1124,CINT2017,Lenovo Global Technology,"ThinkSystem SD665 V3 (3.00 GHz, AMD EPYC 9335)",19.1,18.8,64,2,AMD EPYC 9335,Jun-25
1307,CINT2017,Lenovo Global Technology,"ThinkSystem SR645 V3 (3.00 GHz, AMD EPYC 9335)",19.1,18.8,64,2,AMD EPYC 9335,Feb-25
1537,CINT2017,Lenovo Global Technology,"ThinkSystem SR675 V3 (3.00 GHz, AMD EPYC 9335)",19.1,18.8,64,2,AMD EPYC 9335,Apr-25
1228,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 V3 (3.25 GHz,AMD EPYC 9354)",14.5,14.2,32,1,AMD EPYC 9354,Apr-23
1416,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 V3 (3.25 GHz,AMD EPYC 9354)",14.4,14.2,32,1,AMD EPYC 9354,Apr-23
1090,CINT2017,Lenovo Global Technology,"ThinkSystem SD535 V3 (3.25 GHz, AMD EPYC 9354)",14.5,14.1,32,1,AMD EPYC 9354,Jun-24
1544,CINT2017,Lenovo Global Technology,"ThinkSystem SR675 V3 (3.25 GHz, AMD EPYC 9354)",14.5,14.3,64,2,AMD EPYC 9354,Dec-23
1315,CINT2017,Lenovo Global Technology,"ThinkSystem SR645 V3 (3.25 GHz,AMD EPYC 9354)",14.5,14.3,64,2,AMD EPYC 9354,Feb-23
1499,CINT2017,Lenovo Global Technology,"ThinkSystem SR665 V3 (3.25 GHz,AMD EPYC 9354)",14.5,14.3,64,2,AMD EPYC 9354,Jan-23
1132,CINT2017,Lenovo Global Technology,"ThinkSystem SD665 V3 (3.25 GHz,AMD EPYC 9354)",14.5,14.3,64,2,AMD EPYC 9354,Mar-23
1091,CINT2017,Lenovo Global Technology,"ThinkSystem SD535 V3 (3.25 GHz, AMD EPYC 9354P)",14.5,14.1,32,1,AMD EPYC 9354P,Jun-24
1316,CINT2017,Lenovo Global Technology,"ThinkSystem SR645 V3 (3.25 GHz,AMD EPYC 9354P)",14.4,14.3,32,1,AMD EPYC 9354P,Mar-23
1417,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 V3 (3.25 GHz,AMD EPYC 9354P)",14.5,14.2,32,1,AMD EPYC 9354P,Apr-23
1229,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 V3 (3.25 GHz,AMD EPYC 9354P)",14.5,14.3,32,1,AMD EPYC 9354P,Mar-23
1095,CINT2017,Lenovo Global Technology,"ThinkSystem SD535 V3 (3.55 GHz, AMD EPYC 9355)",19.2,18.9,32,1,AMD EPYC 9355,Dec-24
1420,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 V3 (3.55 GHz, AMD EPYC 9355)",19.2,18.8,32,1,AMD EPYC 9355,Dec-24
1232,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 V3 (3.55 GHz, AMD EPYC 9355)",19.1,18.8,32,1,AMD EPYC 9355,Dec-24
1135,CINT2017,Lenovo Global Technology,"ThinkSystem SD665 V3 (3.55 GHz, AMD EPYC 9355)",19.2,18.9,64,2,AMD EPYC 9355,Jun-25
1320,CINT2017,Lenovo Global Technology,"ThinkSystem SR645 V3 (3.55 GHz, AMD EPYC 9355)",19.3,19.0,64,2,AMD EPYC 9355,Nov-24
1504,CINT2017,Lenovo Global Technology,"ThinkSystem SR665 V3 (3.55 GHz, AMD EPYC 9355)",19.3,19.0,64,2,AMD EPYC 9355,Nov-24
1547,CINT2017,Lenovo Global Technology,"ThinkSystem SR675 V3 (3.55 GHz, AMD EPYC 9355)",19.2,18.9,64,2,AMD EPYC 9355,Nov-24
1421,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 V3 (3.55 GHz, AMD EPYC 9355P)",19.1,18.8,32,1,AMD EPYC 9355P,Nov-24
1096,CINT2017,Lenovo Global Technology,"ThinkSystem SD535 V3 (3.55 GHz, AMD EPYC 9355P)",19.1,18.8,32,1,AMD EPYC 9355P,Nov-24
1233,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 V3 (3.55 GHz, AMD EPYC 9355P)",19.2,18.8,32,1,AMD EPYC 9355P,Nov-24
1419,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 V3 (3.40 GHz, AMD EPYC 9365)",18.7,18.4,36,1,AMD EPYC 9365,Apr-25
1231,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 V3 (3.40 GHz, AMD EPYC 9365)",18.7,18.4,36,1,AMD EPYC 9365,Feb-25
1093,CINT2017,Lenovo Global Technology,"ThinkSystem SD535 V3 (3.40 GHz, AMD EPYC 9365)",18.7,18.3,36,1,AMD EPYC 9365,Apr-25
1134,CINT2017,Lenovo Global Technology,"ThinkSystem SD665 V3 (3.40 GHz, AMD EPYC 9365)",18.8,18.5,72,2,AMD EPYC 9365,May-25
1502,CINT2017,Lenovo Global Technology,"ThinkSystem SR665 V3 (3.40 GHz, AMD EPYC 9365)",18.8,18.5,72,2,AMD EPYC 9365,Jan-25
1546,CINT2017,Lenovo Global Technology,"ThinkSystem SR675 V3 (3.40 GHz, AMD EPYC 9365)",18.8,18.5,72,2,AMD EPYC 9365,Mar-25
1318,CINT2017,Lenovo Global Technology,"ThinkSystem SR645 V3 (3.40 GHz, AMD EPYC 9365)",18.8,18.5,72,2,AMD EPYC 9365,Jan-25
1102,CINT2017,Lenovo Global Technology,"ThinkSystem SD535 V3 (3.85 GHz, AMD EPYC 9374F)",16.1,15.8,32,1,AMD EPYC 9374F,Jul-24
1239,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 V3 (3.85 GHz,AMD EPYC 9374F)",16.1,15.9,32,1,AMD EPYC 9374F,Mar-23
1427,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 V3 (3.85 GHz,AMD EPYC 9374F)",16.1,15.9,32,1,AMD EPYC 9374F,Apr-23
1141,CINT2017,Lenovo Global Technology,"ThinkSystem SD665 V3 (3.85 GHz,AMD EPYC 9374F)",16.2,16.0,64,2,AMD EPYC 9374F,Feb-23
1510,CINT2017,Lenovo Global Technology,"ThinkSystem SR665 V3 (3.85 GHz,AMD EPYC 9374F)",16.2,16.0,64,2,AMD EPYC 9374F,Jan-23
1326,CINT2017,Lenovo Global Technology,"ThinkSystem SR645 V3 (3.85 GHz,AMD EPYC 9374F)",16.2,16.0,64,2,AMD EPYC 9374F,Feb-23
1554,CINT2017,Lenovo Global Technology,"ThinkSystem SR675 V3 (3.85 GHz, AMD EPYC 9374F)",16.2,16.0,64,2,AMD EPYC 9374F,Dec-23
1101,CINT2017,Lenovo Global Technology,"ThinkSystem SD535 V3 (3.80 GHz, AMD EPYC 9375F)",20.6,20.3,32,1,AMD EPYC 9375F,Feb-25
1238,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 V3 (3.80 GHz, AMD EPYC 9375F)",20.5,20.2,32,1,AMD EPYC 9375F,Feb-25
1426,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 V3 (3.80 GHz, AMD EPYC 9375F)",20.6,20.2,32,1,AMD EPYC 9375F,Feb-25
1553,CINT2017,Lenovo Global Technology,"ThinkSystem SR675 V3 (3.80 GHz, AMD EPYC 9375F)",20.7,20.3,64,2,AMD EPYC 9375F,Mar-25
1509,CINT2017,Lenovo Global Technology,"ThinkSystem SR665 V3 (3.80 GHz, AMD EPYC 9375F)",20.6,20.3,64,2,AMD EPYC 9375F,Mar-25
1140,CINT2017,Lenovo Global Technology,"ThinkSystem SD665 V3 (3.80 GHz, AMD EPYC 9375F)",20.7,20.4,64,2,AMD EPYC 9375F,Jun-25
1325,CINT2017,Lenovo Global Technology,"ThinkSystem SR645 V3 (3.80 GHz, AMD EPYC 9375F)",20.7,20.3,64,2,AMD EPYC 9375F,Mar-25
1081,CINT2017,Lenovo Global Technology,"ThinkSystem SD535 V3 (3.10 GHz, AMD EPYC 9384X)",15.2,15.0,32,1,AMD EPYC 9384X,Jul-24
1309,CINT2017,Lenovo Global Technology,"ThinkSystem SR645 V3 (3.10 GHz, AMD EPYC 9384X)",15.3,15.0,64,2,AMD EPYC 9384X,Dec-23
1538,CINT2017,Lenovo Global Technology,"ThinkSystem SR675 V3 (3.10 GHz,AMD EPYC 9384X)",15.3,15.0,64,2,AMD EPYC 9384X,Oct-23
1126,CINT2017,Lenovo Global Technology,"ThinkSystem SD665 V3 (3.10 GHz,AMD EPYC 9384X)",15.3,15.1,64,2,AMD EPYC 9384X,Oct-23
1493,CINT2017,Lenovo Global Technology,"ThinkSystem SR665 V3 (3.10 GHz, AMD EPYC 9384X)",15.3,15.0,64,2,AMD EPYC 9384X,Dec-23
1076,CINT2017,Lenovo Global Technology,"ThinkSystem SD535 V3 (2.75 GHz, AMD EPYC 9454)",14.5,14.2,48,1,AMD EPYC 9454,Jul-24
1403,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 V3 (2.75 GHz,AMD EPYC 9454)",14.4,14.2,48,1,AMD EPYC 9454,Apr-23
1215,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 V3 (2.75 GHz,AMD EPYC 9454)",14.4,14.2,48,1,AMD EPYC 9454,Apr-23
1489,CINT2017,Lenovo Global Technology,"ThinkSystem SR665 V3 (2.75 GHz,AMD EPYC 9454)",14.5,14.3,96,2,AMD EPYC 9454,Jan-23
1304,CINT2017,Lenovo Global Technology,"ThinkSystem SR645 V3 (2.75 GHz,AMD EPYC 9454)",14.4,14.2,96,2,AMD EPYC 9454,Jan-23
1534,CINT2017,Lenovo Global Technology,"ThinkSystem SR675 V3 (2.75 GHz, AMD EPYC 9454)",14.5,14.2,96,2,AMD EPYC 9454,Dec-23
1561,CINT2017,Lenovo Global Technology,"ThinkSystem SR685a V3 (2.75 GHz, AMD EPYC 9454)",14.7,14.4,96,2,AMD EPYC 9454,Jul-24
1122,CINT2017,Lenovo Global Technology,"ThinkSystem SD665 V3 (2.75 GHz,AMD EPYC 9454)",14.5,14.3,96,2,AMD EPYC 9454,Feb-23
1216,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 V3 (2.75 GHz,AMD EPYC 9454P)",14.5,14.2,48,1,AMD EPYC 9454P,Mar-23
1305,CINT2017,Lenovo Global Technology,"ThinkSystem SR645 V3 (2.75 GHz,AMD EPYC 9454P)",14.4,14.3,48,1,AMD EPYC 9454P,Mar-23
1077,CINT2017,Lenovo Global Technology,"ThinkSystem SD535 V3 (2.75 GHz, AMD EPYC 9454P)",14.4,14.2,48,1,AMD EPYC 9454P,Jul-24
1404,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 V3 (2.75 GHz,AMD EPYC 9454P)",14.4,14.2,48,1,AMD EPYC 9454P,Apr-23
1084,CINT2017,Lenovo Global Technology,"ThinkSystem SD535 V3 (3.15 GHz, AMD EPYC 9455)",19.1,18.8,48,1,AMD EPYC 9455,Apr-25
1410,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 V3 (3.15 GHz, AMD EPYC 9455)",19.2,18.9,48,1,AMD EPYC 9455,Feb-25
1222,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 V3 (3.15 GHz, AMD EPYC 9455)",19.1,18.8,48,1,AMD EPYC 9455,Apr-25
1495,CINT2017,Lenovo Global Technology,"ThinkSystem SR665 V3 (3.15 GHz, AMD EPYC 9455)",19.3,19.0,96,2,AMD EPYC 9455,Mar-25
1540,CINT2017,Lenovo Global Technology,"ThinkSystem SR675 V3 (3.15 GHz, AMD EPYC 9455)",19.2,18.9,96,2,AMD EPYC 9455,Mar-25
1311,CINT2017,Lenovo Global Technology,"ThinkSystem SR645 V3 (3.15 GHz, AMD EPYC 9455)",19.2,18.9,96,2,AMD EPYC 9455,Feb-25
1128,CINT2017,Lenovo Global Technology,"ThinkSystem SD665 V3 (3.15 GHz, AMD EPYC 9455)",19.3,18.9,96,2,AMD EPYC 9455,Jun-25
1411,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 V3 (3.15 GHz, AMD EPYC 9455P)",19.1,18.8,48,1,AMD EPYC 9455P,Feb-25
1085,CINT2017,Lenovo Global Technology,"ThinkSystem SD535 V3 (3.15 GHz, AMD EPYC 9455P)",19.1,18.8,48,1,AMD EPYC 9455P,Jan-25
1223,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 V3 (3.15 GHz, AMD EPYC 9455P)",19.0,18.7,48,1,AMD EPYC 9455P,Jan-25
1423,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 V3 (3.60 GHz,AMD EPYC 9474F)",15.4,15.2,48,1,AMD EPYC 9474F,Apr-23
1098,CINT2017,Lenovo Global Technology,"ThinkSystem SD535 V3 (3.60 GHz, AMD EPYC 9474F)",15.4,15.2,48,1,AMD EPYC 9474F,Jul-24
1235,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 V3 (3.60 GHz,AMD EPYC 9474F)",15.5,15.2,48,1,AMD EPYC 9474F,Apr-23
1550,CINT2017,Lenovo Global Technology,"ThinkSystem SR675 V3 (3.60 GHz, AMD EPYC 9474F)",15.5,15.3,96,2,AMD EPYC 9474F,Dec-23
1506,CINT2017,Lenovo Global Technology,"ThinkSystem SR665 V3 (3.60 GHz,AMD EPYC 9474F)",15.5,15.3,96,2,AMD EPYC 9474F,Jan-23
1322,CINT2017,Lenovo Global Technology,"ThinkSystem SR645 V3 (3.60 GHz,AMD EPYC 9474F)",15.5,15.2,96,2,AMD EPYC 9474F,Feb-23
1137,CINT2017,Lenovo Global Technology,"ThinkSystem SD665 V3 (3.60 GHz,AMD EPYC 9474F)",15.5,15.3,96,2,AMD EPYC 9474F,Feb-23
1425,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 V3 (3.65 GHz, AMD EPYC 9475F)",20.6,20.2,48,1,AMD EPYC 9475F,Jan-25
1100,CINT2017,Lenovo Global Technology,"ThinkSystem SD535 V3 (3.65 GHz, AMD EPYC 9475F)",20.6,20.2,48,1,AMD EPYC 9475F,Feb-25
1237,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 V3 (3.65 GHz, AMD EPYC 9475F)",20.5,20.2,48,1,AMD EPYC 9475F,Feb-25
1324,CINT2017,Lenovo Global Technology,"ThinkSystem SR645 V3 (3.65 GHz, AMD EPYC 9475F)",20.7,20.4,96,2,AMD EPYC 9475F,Feb-25
1508,CINT2017,Lenovo Global Technology,"ThinkSystem SR665 V3 (3.65 GHz, AMD EPYC 9475F)",20.7,20.3,96,2,AMD EPYC 9475F,Mar-25
1139,CINT2017,Lenovo Global Technology,"ThinkSystem SD665 V3 (3.65 GHz, AMD EPYC 9475F)",20.7,20.4,96,2,AMD EPYC 9475F,May-25
1552,CINT2017,Lenovo Global Technology,"ThinkSystem SR675 V3 (3.65 GHz, AMD EPYC 9475F)",20.7,20.4,96,2,AMD EPYC 9475F,Mar-25
1397,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 V3 (2.45 GHz,AMD EPYC 9534)",14.1,13.9,64,1,AMD EPYC 9534,Mar-23
1209,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 V3 (2.45 GHz,AMD EPYC 9534)",14.1,13.9,64,1,AMD EPYC 9534,Apr-23
1068,CINT2017,Lenovo Global Technology,"ThinkSystem SD535 V3 (2.45 GHz, AMD EPYC 9534)",14.1,13.9,64,1,AMD EPYC 9534,Jun-24
1528,CINT2017,Lenovo Global Technology,"ThinkSystem SR675 V3 (2.45 GHz,AMD EPYC 9534)",14.1,13.9,128,2,AMD EPYC 9534,Nov-23
1117,CINT2017,Lenovo Global Technology,"ThinkSystem SD665 V3 (2.45 GHz,AMD EPYC 9534)",14.2,14.0,128,2,AMD EPYC 9534,Feb-23
1560,CINT2017,Lenovo Global Technology,"ThinkSystem SR685a V3 (2.45 GHz, AMD EPYC 9534)",14.1,14.0,128,2,AMD EPYC 9534,Jul-24
1298,CINT2017,Lenovo Global Technology,"ThinkSystem SR645 V3 (2.45 GHz,AMD EPYC 9534)",14.1,14.0,128,2,AMD EPYC 9534,Jan-23
1483,CINT2017,Lenovo Global Technology,"ThinkSystem SR665 V3 (2.45 GHz,AMD EPYC 9534)",14.1,14.0,128,2,AMD EPYC 9534,Jan-23
1393,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 V3 (2.40 GHz, AMD EPYC 9535)",17.4,17.1,64,1,AMD EPYC 9535,Jan-25
1064,CINT2017,Lenovo Global Technology,"ThinkSystem SD535 V3 (2.40 GHz, AMD EPYC 9535)",17.4,17.1,64,1,AMD EPYC 9535,Jan-25
1205,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 V3 (2.40 GHz, AMD EPYC 9535)",17.4,17.1,64,1,AMD EPYC 9535,Jan-25
1113,CINT2017,Lenovo Global Technology,"ThinkSystem SD665 V3 (2.40 GHz, AMD EPYC 9535)",17.5,17.2,128,2,AMD EPYC 9535,May-25
1481,CINT2017,Lenovo Global Technology,"ThinkSystem SR665 V3 (2.40 GHz, AMD EPYC 9535)",17.5,17.2,128,2,AMD EPYC 9535,Feb-25
1525,CINT2017,Lenovo Global Technology,"ThinkSystem SR675 V3 (2.40 GHz, AMD EPYC 9535)",17.4,17.2,128,2,AMD EPYC 9535,Mar-25
1295,CINT2017,Lenovo Global Technology,"ThinkSystem SR645 V3 (2.40 GHz, AMD EPYC 9535)",17.4,17.1,128,2,AMD EPYC 9535,Feb-25
1220,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 V3 (3.10 GHz,AMD EPYC 9554)",14.3,14.1,64,1,AMD EPYC 9554,May-23
1408,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 V3 (3.10 GHz,AMD EPYC 9554)",14.3,14.1,64,1,AMD EPYC 9554,Mar-23
1082,CINT2017,Lenovo Global Technology,"ThinkSystem SD535 V3 (3.10 GHz, AMD EPYC 9554)",14.3,14.1,64,1,AMD EPYC 9554,Jun-24
1127,CINT2017,Lenovo Global Technology,"ThinkSystem SD665 V3 (3.10 GHz,AMD EPYC 9554)",14.3,14.1,128,2,AMD EPYC 9554,Feb-23
1310,CINT2017,Lenovo Global Technology,"ThinkSystem SR645 V3 (3.10 GHz,AMD EPYC 9554)",14.3,14.1,128,2,AMD EPYC 9554,Jan-23
1539,CINT2017,Lenovo Global Technology,"ThinkSystem SR675 V3 (3.10 GHz,AMD EPYC 9554)",14.3,14.1,128,2,AMD EPYC 9554,Nov-23
1494,CINT2017,Lenovo Global Technology,"ThinkSystem SR665 V3 (3.10 GHz,AMD EPYC 9554)",14.3,14.1,128,2,AMD EPYC 9554,Jan-23
1083,CINT2017,Lenovo Global Technology,"ThinkSystem SD535 V3 (3.10 GHz, AMD EPYC 9554P)",14.3,14.1,64,1,AMD EPYC 9554P,Jun-24
1221,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 V3 (3.10 GHz,AMD EPYC 9554P)",14.3,14.1,64,1,AMD EPYC 9554P,Apr-23
1409,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 V3 (3.10 GHz,AMD EPYC 9554P)",14.3,14.1,64,1,AMD EPYC 9554P,Mar-23
1088,CINT2017,Lenovo Global Technology,"ThinkSystem SD535 V3 (3.20 GHz, AMD EPYC 9555)",19.2,18.9,64,1,AMD EPYC 9555,Dec-24
1226,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 V3 (3.20 GHz, AMD EPYC 9555)",19.2,18.9,64,1,AMD EPYC 9555,Nov-24
1414,CINT2017,Lenovo Global Technology,"ThinkSystem SR655 V3 (3.20 GHz, AMD EPYC 9555)",19.1,18.8,64,1,AMD EPYC 9555,Nov-24
1131,CINT2017,Lenovo Global Technology,"ThinkSystem SD665 V3 (3.20 GHz, AMD EPYC 9555)",19.2,18.9,128,2,AMD EPYC 9555,Dec-24
1543,CINT2017,Lenovo Global Technology,"ThinkSystem SR675 V3 (3.20 GHz, AMD EPYC 9555)",19.2,18.9,128,2,AMD EPYC 9555,Nov-24
1314,CINT2017,Lenovo Global Technology,"ThinkSystem SR645 V3 (3.20 GHz, AMD EPYC 9555)",19.3,19.0,128,2,AMD EPYC 9555,Nov-24
1498,CINT2017,Lenovo Global Technology,"ThinkSystem SR665 V3 (3.20 GHz, AMD EPYC 9555)",19.0,18.9,128,2,AMD EPYC 9555,Nov-24
1227,CINT2017,Lenovo Global Technology,"ThinkSystem SR635 V3 (3.20 GHz, AMD EPYC 9555P)",19.2,18.8,64,1,AMD EPYC 9555P,Nov-24
